RepoId,LangNum,AuthorNum,Age,CmmtNum,Vulb1Num,Vulb2Num,Vulb3Num,Vulb4Num,C,CPP,RUBY,JAVA,SHELL,PHP,CSHP,PYTHON,JAVASCRIPT,TYPESCRIPT
6371338,3,21,80,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1939300,1,39,107,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3923689,1,22,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
576099,3,174,124,11,0,0,0,0,0,0,0,0,1,1,0,0,0,0
28710753,9,585,158,99,6,0,0,38,0,1,0,0,0,0,0,1,1,0
8843378,3,35,49,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12849977,4,55,135,5,0,0,0,32,1,1,0,0,0,0,0,0,0,0
5773100,3,47,94,16,1,0,0,1,0,0,0,0,0,0,0,0,1,0
19715785,2,26,72,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1408162,1,80,113,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0
14699489,2,21,81,5,1,0,0,6,0,0,0,0,0,0,0,0,1,1
1049088,17,173,135,64,3,0,2,33,1,1,0,0,1,0,0,1,1,0
14291040,3,70,104,18,0,0,1,4,0,0,0,0,0,0,0,0,1,0
2797951,2,246,121,13,0,0,0,1,0,0,0,0,0,1,0,0,0,0
16316451,3,310,78,115,2,0,0,10,0,0,0,0,1,0,0,1,0,0
9503997,2,18,88,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0
19641638,5,61,113,16,0,0,0,0,0,0,0,1,1,0,0,0,0,0
19452228,3,42,67,10,0,0,0,0,1,0,0,0,0,0,0,1,0,0
706295,2,50,154,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0
14999623,3,40,80,32,0,0,0,0,0,0,0,0,0,0,1,0,0,0
303975,5,69,131,8,0,0,0,1,0,0,0,0,1,0,0,0,1,0
3003488,1,21,104,4,0,0,2,0,0,0,0,0,0,0,0,0,1,0
3457006,4,21,41,6,0,0,0,3,0,0,1,0,0,0,0,0,1,0
10431787,3,61,87,1244,0,15,0,1,0,0,0,0,1,0,0,1,0,0
22484898,3,403,72,129,0,0,0,5,0,0,0,0,1,0,0,0,0,0
7159640,5,43,93,12,0,0,0,3,1,1,0,0,1,0,0,1,0,0
28014980,2,15,68,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2161755,2,55,107,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1
12018530,1,26,83,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9815120,8,17,32,54,0,0,1,3,0,0,0,0,1,0,0,1,1,1
1514130,5,13,105,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0
22584823,2,12,71,13,0,0,0,1,0,0,0,0,0,0,1,0,0,0
22344874,7,61,85,62,1,1,1,2,1,1,0,1,1,0,0,0,1,0
1147463,19,110,117,274,5,3,8,22,1,1,1,1,1,0,0,1,1,0
285722,7,326,147,162,3,0,2,46,1,1,0,0,1,0,0,0,0,0
13266601,13,202,116,84,5,0,0,5,0,1,1,0,1,0,0,0,0,0
743436,7,27,122,11,5,0,0,2,0,0,0,0,0,0,1,0,0,0
246644,2,135,144,24,1,1,1,10,0,0,0,1,0,0,0,0,0,0
26986729,2,67,69,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14845405,5,168,88,24,0,0,0,2,0,0,0,0,0,0,0,1,0,0
948047,2,33,114,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0
9927626,1,19,75,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0
17378050,1,168,77,22,0,0,1,10,0,0,0,0,0,0,0,0,0,0
12274147,3,91,92,27,0,0,1,1,0,0,0,1,1,0,0,0,0,0
9625333,2,44,85,7,0,0,0,1,0,0,0,0,1,0,0,0,0,0
10501638,5,52,83,74,2,0,3,0,0,0,0,0,1,0,1,0,1,0
13973343,6,38,55,15,0,0,1,5,0,0,0,0,1,1,0,1,1,0
6271421,10,128,99,24,0,0,4,10,1,0,0,1,1,0,0,1,1,0
2050163,5,184,86,68,1,1,0,5,0,0,1,0,0,0,0,0,1,0
2784220,2,264,105,14,0,0,0,2,0,0,0,0,0,1,0,0,0,0
8222042,4,67,84,11,0,0,0,1,0,0,0,0,1,0,0,0,1,0
3626679,1,363,128,28,0,0,0,6,0,0,0,0,0,0,0,1,0,0
8100370,4,109,92,68,1,0,5,3,0,0,0,0,1,0,0,0,1,0
2381601,3,30,106,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8425622,3,34,66,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4134560,1,24,95,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0
7166430,3,36,72,4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
3885202,6,8,67,3,0,0,0,0,0,0,0,1,0,0,1,0,1,0
12153248,6,62,84,12,0,0,0,4,0,0,0,0,1,0,0,1,1,0
1361963,1,16,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18992193,2,38,100,7,0,0,0,0,0,1,0,1,0,0,0,0,0,0
6869690,2,79,91,16,0,0,1,4,0,0,0,0,0,0,0,0,1,0
2629978,4,52,116,6,1,0,0,3,0,0,0,1,1,0,0,0,0,0
2304783,18,93,150,112,2,0,4,168,1,1,0,1,1,1,0,1,1,0
10166531,1,44,87,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1369824,2,51,110,9,2,0,2,25,0,0,0,0,0,0,0,0,1,0
25009012,7,22,68,13,0,0,0,0,0,1,1,0,1,0,0,1,0,0
229006,1,174,133,5,0,0,0,2,0,0,1,0,0,0,0,0,0,0
25423296,1,1,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0
294972,4,104,131,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0
6275822,3,33,94,32,0,0,0,0,0,0,0,1,1,0,0,0,0,0
144,1,66,138,4,1,0,0,1,0,0,1,0,0,0,0,0,0,0
17662022,8,266,77,147,5,0,0,32,0,0,0,1,1,0,0,0,0,0
8270972,14,825,90,338,12,0,4,26,1,1,0,0,1,0,0,1,0,0
6083843,1,3,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
15627038,3,15,77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12656803,4,176,100,7,0,0,0,2,0,0,1,0,0,0,0,0,1,0
17835453,1,22,42,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
28964450,3,101,74,506,5,0,1,3,0,0,0,0,1,0,0,0,1,0
21506502,1,8,68,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23630882,3,40,69,7,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1490034,3,51,105,13,0,0,0,1,0,0,0,0,0,0,0,0,1,0
15055717,9,20,53,8,0,0,0,0,0,0,1,1,0,1,1,1,1,0
11906109,4,25,56,9,1,0,0,0,0,0,1,0,0,0,1,0,0,0
8180677,7,55,144,11,0,0,1,2,1,1,0,0,1,0,0,1,0,0
10955751,1,41,76,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9476938,1,35,85,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
19317081,1,31,75,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4960119,2,24,96,5,0,0,1,1,0,0,0,0,0,0,0,0,1,0
16582463,2,8,73,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4141925,2,74,100,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6214210,4,32,93,9,6,0,0,0,1,0,1,0,0,0,0,0,0,0
24650146,14,50,68,9,10,0,0,0,1,1,1,1,1,0,0,1,1,0
27480700,1,48,63,12,0,0,0,2,0,0,0,0,0,0,0,0,1,0
4173871,5,141,138,7,0,0,0,1,0,0,0,0,0,0,0,0,1,0
8124664,3,39,85,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1
697361,1,101,123,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0
8285747,2,23,19,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3542607,5,113,103,10,2,0,1,6,0,1,0,0,0,0,0,1,0,0
7258685,11,130,97,83,1,0,2,0,1,1,0,1,1,0,0,1,0,0
8138462,1,60,85,5,0,1,1,0,0,0,0,0,0,0,0,0,1,0
16249185,1,22,71,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4930716,11,136,119,88,2,0,0,4,1,1,0,0,1,0,0,1,0,0
11758247,5,17,44,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1864049,11,71,139,17,0,0,0,5,1,1,0,0,1,0,0,0,0,0
8222847,2,17,81,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9514413,1,26,88,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0
182062,2,68,136,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2031640,1,83,103,32,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3019537,7,292,110,69,0,0,1,7,1,0,0,0,1,0,0,1,1,0
20199636,1,23,71,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0
759578,5,26,67,18,0,0,0,1,0,0,0,0,0,1,0,0,1,0
1073722,12,89,116,6,0,0,0,0,1,1,1,1,1,0,1,1,0,0
339567,1,92,130,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
28468993,9,29,66,5,0,0,0,1,0,0,0,0,1,1,0,1,1,0
12544093,2,3,76,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15505662,2,18,58,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6477953,2,3,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13419223,6,209,127,49,1,0,1,11,0,0,0,0,1,0,0,1,0,0
10113030,2,80,87,10,0,0,0,3,0,0,0,1,1,0,0,0,0,0
4523235,4,139,99,45,0,0,0,4,0,0,1,0,1,0,0,0,0,0
708649,3,27,76,7,0,0,0,2,0,0,0,0,0,0,0,0,1,0
7548246,4,201,91,19,0,0,0,2,0,0,1,0,0,0,0,0,1,0
9243402,7,24,117,83,2,0,1,20,0,0,1,0,1,0,0,1,0,0
23616394,2,17,64,6,0,0,0,3,1,0,0,0,0,0,0,1,0,0
844146,1,152,118,8,0,0,0,2,0,0,1,0,0,0,0,0,0,0
4690846,2,94,98,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0
108051,3,175,140,32,2,0,0,5,1,0,0,0,1,0,0,1,0,0
1952825,1,71,110,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11693709,11,225,107,101,3,0,0,5,1,1,0,0,1,0,0,0,1,0
7589332,1,18,21,11,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3016562,4,590,104,68,2,0,0,4,0,0,0,0,1,0,0,0,1,1
22718907,4,52,71,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4691393,12,65,98,9,0,0,2,10,1,1,1,1,1,0,0,1,0,0
3119517,2,83,78,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0
40407,1,68,145,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3386088,14,305,211,41,2,1,2,11,0,1,1,0,1,0,0,1,0,0
19816973,5,494,70,63,6,0,0,0,1,0,0,0,1,0,0,1,0,0
29918975,1,88,66,11,1,0,0,0,0,0,0,0,0,0,0,1,0,0
25889802,4,81,72,77,4,0,0,1,1,1,0,0,0,0,0,0,0,0
19407311,1,2,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1543827,3,74,112,5,0,0,0,1,0,0,0,0,1,1,0,0,0,0
14410778,8,109,80,51,0,0,1,2,0,0,0,0,1,0,0,1,1,1
4603467,3,25,70,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
21677533,2,24,72,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23736914,4,57,71,8,0,0,0,1,1,0,0,0,1,0,0,1,0,0
249870,12,1,67,4,0,0,0,0,1,1,1,1,1,0,0,1,0,0
3006066,2,148,107,21,1,0,0,0,0,0,0,0,1,0,0,0,0,0
11534941,6,58,39,10,0,0,0,0,0,0,1,0,1,0,0,1,1,0
9367940,1,52,88,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0
569670,1,45,121,6,0,0,0,2,0,0,0,0,0,1,0,0,0,0
3046507,2,49,98,14,0,0,0,3,0,0,0,0,0,0,0,0,1,0
7431133,2,7,89,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
16139210,2,88,154,15,0,0,0,12,0,0,0,0,0,0,1,0,0,0
468596,4,76,128,5,0,0,0,1,0,0,1,0,1,0,0,0,0,0
72991,3,62,132,2,0,0,1,3,0,0,1,0,0,0,0,0,0,0
20249391,1,57,145,11,0,0,0,4,0,0,0,1,0,0,0,0,0,0
17378009,5,381,156,65,0,0,0,1,1,0,0,0,1,0,0,0,0,0
1347323,3,65,105,3,0,0,0,2,0,0,1,0,0,0,0,0,1,0
2675355,2,208,104,64,0,0,4,76,0,0,0,1,1,0,0,0,0,0
388860,6,61,127,46,1,0,0,8,0,0,0,0,1,0,1,0,0,0
21611723,2,22,72,17,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5905681,3,82,92,14,0,0,0,0,0,0,0,0,1,0,0,0,1,1
16571051,2,34,73,8,0,0,0,2,0,0,0,0,1,1,0,0,0,0
21743740,5,24,79,10,0,0,0,2,0,0,1,0,1,0,0,0,1,0
1609213,3,35,106,6,0,0,0,0,0,0,0,0,1,0,0,0,1,0
12413949,7,12,84,1,0,0,0,4,1,0,1,0,1,0,0,0,0,0
21333814,4,207,73,14,0,0,0,6,0,0,1,0,0,0,0,0,1,0
345048,2,43,126,2,0,0,0,3,0,0,0,0,0,0,0,1,0,0
28906288,3,17,59,35,4,0,0,2,0,0,0,1,1,0,0,0,0,0
17940105,3,5,79,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0
6846111,1,22,34,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26357991,10,40,69,21,0,0,0,3,0,0,0,1,1,0,0,1,1,0
11783583,3,47,71,9,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1597789,5,70,113,44,0,0,0,3,0,0,0,0,1,0,0,0,1,0
12901559,12,185,179,32,4,0,3,5,1,1,0,0,1,1,0,1,0,0
2567475,11,87,54,85,2,0,0,1,1,1,0,1,1,0,0,0,0,0
5248178,2,33,97,3,0,0,0,1,0,0,0,0,1,1,0,0,0,0
3739481,4,61,94,12,0,0,0,2,1,0,1,0,0,0,0,0,0,0
627504,9,50,141,3,0,0,0,1,0,0,0,1,1,0,0,0,1,0
7042338,1,19,91,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5722466,1,42,85,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1590986,7,52,105,4,0,0,0,1,0,1,0,0,1,0,0,1,1,0
18778957,3,20,78,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5893828,1,94,75,12,0,0,0,2,0,0,0,0,0,1,0,0,0,0
2034023,4,197,109,21,0,0,0,3,0,0,1,0,0,0,0,0,1,0
159643,3,30,137,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0
618492,7,186,120,10,0,0,0,0,0,0,0,1,1,0,0,1,0,0
5390156,11,182,234,82,3,0,0,25,1,1,0,0,1,0,0,1,0,0
13836499,11,171,82,49,3,0,1,1,1,1,0,0,1,0,0,0,0,0
117549,3,182,138,11,1,0,0,0,0,0,0,0,1,0,0,1,0,0
5550567,4,105,108,77,1,0,1,23,0,0,0,1,1,0,0,1,0,0
2811626,3,29,102,3,0,0,0,2,0,0,1,0,1,0,0,0,0,0
4228314,21,267,217,112,4,0,0,11,1,1,1,0,1,0,0,1,1,0
841589,10,357,120,22,0,0,0,1,1,0,0,1,1,1,0,1,0,0
18384763,11,7,24,12,0,0,0,0,1,1,0,1,1,0,0,0,1,0
22424133,6,36,72,5,0,0,0,0,0,0,0,0,0,1,1,0,1,0
27,26,562,168,153,9,0,7,21,1,1,1,0,1,1,1,1,0,0
7808903,1,56,90,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0
15920273,24,200,160,138,5,0,3,35,1,1,1,1,1,0,0,1,0,0
9450995,1,21,83,10,0,0,1,0,0,0,0,0,0,0,0,1,0,0
11452538,6,219,85,25,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9156525,1,44,89,13,0,0,1,0,0,0,0,0,0,0,0,0,1,0
23953531,1,84,117,17,1,0,3,12,0,0,0,0,0,0,0,1,0,0
20571593,3,90,74,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0
117741,3,163,139,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0
62509,7,231,143,13,0,0,0,1,0,0,1,0,1,0,0,0,1,0
15257213,10,4,77,2,0,0,0,0,1,1,0,0,1,0,0,0,1,0
18141084,6,106,77,235,3,0,1,11,0,0,0,0,1,0,0,0,1,1
3333998,1,452,103,101,0,0,0,22,0,0,0,1,0,0,0,0,0,0
1418453,3,38,102,4,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1779181,5,163,109,25,0,0,1,2,0,0,0,0,1,0,0,1,1,0
1030602,15,69,121,13,1,0,0,0,1,1,1,0,1,1,1,1,1,0
2133437,2,298,108,17,0,0,0,16,0,0,0,0,0,0,0,0,0,0
2238035,1,8,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1413319,17,274,181,46,1,1,1,10,1,1,1,0,1,1,1,1,0,0
6898381,5,228,143,27,0,0,0,4,0,0,0,1,0,0,0,0,1,0
2195601,6,19,105,32,0,0,1,31,1,1,1,0,0,0,0,1,0,0
5776030,3,156,93,11,0,0,0,4,0,0,0,0,0,0,0,1,0,0
21831014,5,45,62,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1
14820142,1,14,79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21982076,3,13,56,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0
15958352,1,63,67,5,0,0,0,2,0,0,0,0,0,0,0,1,0,0
1381983,1,142,118,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21179164,12,357,73,104,0,0,0,21,1,1,0,0,1,0,0,0,0,0
18165661,4,69,75,9,0,0,0,3,0,0,0,0,1,0,0,0,0,0
1853010,2,32,111,21,3,0,5,3,0,0,0,0,0,0,0,0,1,0
4933039,1,76,98,18,0,1,0,6,0,0,0,0,0,0,1,0,0,0
10601208,7,756,135,242,3,0,4,89,0,0,0,0,0,0,1,0,1,0
21340422,4,125,72,11,1,0,0,1,0,0,0,0,1,0,0,0,1,0
29219291,1,28,59,7,0,0,0,1,0,0,0,0,0,1,0,0,0,0
537699,41,1155,242,203,30,0,2,33,1,1,1,1,1,1,1,1,1,0
7481569,43,125,166,31,0,0,3,12,1,1,1,1,1,1,1,1,1,1
1723155,2,69,109,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0
24046239,7,79,71,77,0,0,0,70,0,0,0,0,0,0,0,1,1,0
11478636,11,115,83,56,0,0,0,21,1,1,0,0,1,1,0,0,1,0
4118920,3,275,100,50,11,0,0,48,0,0,0,0,0,0,0,0,0,0
23389271,5,22,72,8,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1251393,5,20,109,3,0,0,1,0,1,1,0,0,0,0,0,0,0,0
1365254,2,87,112,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10226642,1,25,69,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1271583,6,34,148,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0
21731829,1,11,67,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14964923,3,132,70,20,0,0,0,4,0,0,0,0,0,1,0,0,1,0
4459367,1,23,86,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
291570,3,60,183,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1259258,6,24,116,39,6,0,4,7,1,1,0,0,1,0,0,1,0,0
8859285,10,188,146,345,1,0,7,80,0,0,1,0,1,0,0,1,1,0
18917566,2,21,61,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10750139,6,84,56,10,0,0,0,5,0,0,0,0,0,0,1,0,1,0
1182756,13,56,116,70,4,0,2,1,1,1,1,0,1,0,0,0,1,0
1764646,18,418,270,255,0,0,0,2,1,1,0,0,1,1,0,1,0,0
10160141,20,195,251,21,0,0,0,9,1,1,0,1,0,1,1,1,1,0
758079,5,85,122,45,1,0,0,7,0,0,0,0,1,0,0,1,1,0
11111023,4,140,84,14,0,0,0,2,0,0,0,0,1,0,0,0,1,0
14367737,1,139,75,40,0,0,6,2,0,0,0,0,0,0,0,0,0,0
3156820,9,210,110,95,2,0,2,11,0,0,1,0,1,0,0,1,1,0
9400229,2,31,85,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9278164,2,6,73,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1398636,1,323,120,32,0,35,0,0,0,0,0,0,0,1,0,0,0,0
484788,2,49,127,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0
8118847,2,26,88,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6404963,3,68,83,90,1,0,1,9,0,0,0,0,1,0,0,1,0,0
5769372,4,9,49,10,0,0,0,0,0,0,0,0,1,0,0,0,1,0
11240760,1,11,81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
779996,2,122,121,34,4,0,0,1,0,0,0,0,0,0,0,1,0,0
501976,4,32,134,12,0,0,0,2,0,0,0,0,1,0,0,0,0,0
574152,2,177,124,11,0,0,0,14,0,0,0,0,1,0,0,0,0,0
24233689,7,86,71,191,0,0,1,8,0,0,1,0,1,0,0,0,1,1
684382,18,193,148,184,3,0,8,59,0,0,1,1,1,0,0,1,1,0
25888595,5,37,124,8,0,0,0,1,0,0,0,0,1,0,0,1,0,0
19794451,1,59,71,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1398638,2,142,120,8,0,0,0,1,0,0,0,0,0,1,0,0,0,0
14884825,6,36,77,18,0,0,1,0,0,0,0,0,1,0,0,0,1,0
2688907,4,329,105,94,0,0,1,11,0,0,0,0,1,0,0,0,1,0
1398629,1,172,114,12,0,0,0,1,0,0,0,0,0,1,0,0,0,0
10182205,7,63,86,24,0,0,0,5,0,0,0,0,1,0,0,1,1,0
1404127,1,90,114,5,1,0,0,1,0,0,1,0,0,0,0,0,0,0
10371644,2,39,80,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3012430,7,65,90,6,0,0,1,0,0,0,1,0,1,0,0,0,1,0
7133153,3,284,50,39,3,0,0,1,0,0,0,0,1,0,0,1,0,0
14939303,6,999,122,550,12,2,3,24,0,0,0,0,1,0,0,1,1,0
21833183,2,134,79,51,2,0,2,4,0,0,0,1,0,0,0,0,0,0
2703394,2,58,105,8,0,0,0,3,0,0,0,0,0,0,0,1,0,0
2045207,8,164,138,152,10,0,1,230,0,0,0,1,1,0,0,0,1,0
29955458,2,23,56,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10513456,1,61,83,6,1,0,0,2,0,0,0,0,0,1,0,0,0,0
32054,6,32,140,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
4361634,1,67,77,8,0,0,0,1,0,0,0,0,0,0,0,1,0,0
20280681,5,58,76,18,0,0,0,0,0,0,0,0,1,0,0,0,1,0
27247448,9,135,37,40,0,0,0,0,1,1,0,1,0,0,0,1,1,0
18901345,5,102,75,24,0,0,0,0,0,0,0,0,1,0,0,0,1,0
19312540,1,3,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7785673,1,51,65,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9380996,2,27,91,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
24528468,11,34,78,35,0,0,0,3,0,1,0,0,1,1,0,1,1,0
17959555,3,26,77,2,0,0,0,0,0,0,1,0,1,0,0,1,0,0
11054453,2,26,44,4,0,0,0,4,0,0,0,0,0,0,0,0,1,0
26732453,2,79,68,37,3,0,0,3,0,0,0,0,0,0,1,0,0,0
25131903,1,61,70,11,0,0,0,1,0,0,0,0,0,0,0,1,0,0
698944,5,60,121,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0
15789289,5,17,57,3,0,0,0,1,1,1,0,0,1,0,0,0,0,0
18842338,1,94,56,13,0,0,3,0,0,0,0,0,0,1,0,0,0,0
4983184,3,72,80,11,0,0,0,1,0,0,0,0,0,0,0,0,1,0
9432220,23,354,205,374,4,1,7,47,1,1,0,1,1,1,0,1,1,0
29291158,4,17,58,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3100209,3,20,52,19,0,0,2,0,0,0,0,0,0,0,0,0,1,0
20878802,9,72,145,8,1,0,0,2,0,0,0,0,0,0,1,0,1,0
1172597,5,269,162,11,1,0,0,1,0,0,1,0,1,0,0,0,1,0
22037702,3,16,65,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
22485114,3,44,69,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0
27169238,3,19,65,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
17446726,1,119,77,12,0,0,1,1,0,0,0,0,0,0,0,1,0,0
15921313,2,55,79,15,1,0,0,4,0,0,0,0,0,0,0,0,1,0
4118776,14,37,106,36,0,0,1,8,1,1,0,0,1,0,0,1,1,0
20505904,17,9,8,2,1,0,0,0,1,1,0,1,1,0,1,1,1,0
22355214,2,107,109,16,1,0,0,3,0,0,0,0,0,0,0,0,1,1
14179252,1,49,75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1076724,2,42,85,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4365645,5,108,97,6,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3757435,2,77,101,12,2,0,0,1,0,0,0,0,0,0,0,1,0,0
23727790,2,61,86,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2502638,5,47,181,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1951136,5,37,157,4,0,0,0,10,0,0,0,0,1,1,0,0,1,0
2724082,7,105,104,5,0,0,0,1,0,0,0,0,0,0,0,1,1,0
19540706,10,44,102,47,60,0,0,7,1,1,0,0,1,0,0,0,1,0
29126334,4,284,67,63,0,0,1,5,0,0,0,0,0,1,0,0,1,0
21476229,7,33,65,8,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1381673,10,217,178,71,0,0,0,2,0,0,1,1,1,0,0,1,0,0
22937749,3,74,72,15,0,0,0,2,0,0,0,0,1,0,0,1,0,0
1438007,5,359,114,91,3,1,2,14,0,0,0,1,1,0,0,0,0,0
3644516,3,12,78,14,0,0,0,0,0,0,0,0,1,0,0,1,0,0
580566,5,75,142,12,0,0,0,46,0,0,1,0,0,0,0,1,1,0
26661222,6,30,57,43,0,0,2,9,0,0,0,0,1,0,0,1,0,0
7200116,5,1,2,12,0,0,0,0,0,0,0,0,1,0,0,1,0,0
8918733,1,51,63,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25935703,2,19,60,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0
10728912,1,59,82,11,0,0,0,2,0,0,0,0,0,1,0,0,0,0
3677872,2,69,88,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0
165557,2,34,147,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7396792,6,2,59,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0
11315781,2,42,56,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1421024,4,41,104,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0
131505,1,3,141,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5627139,11,354,95,25,0,0,0,9,0,0,1,0,0,0,0,0,1,1
7122663,1,90,90,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0
29811021,1,55,59,9,0,0,0,1,0,0,1,0,0,0,0,0,0,0
5383496,2,14,96,1,0,0,0,2,0,0,0,0,0,0,0,0,1,1
